id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
22647360,Wed Apr 17 2019 16:37:58 GMT-0500 (CDT),2019-04-17,2019-04-17 16:37:58 UTC,UTC,1444147,lanemo,2019-04-18 06:44:41 UTC,2019-06-02 00:44:11 UTC,research,,https://www.inaturalist.org/observations/22647360,https://static.inaturalist.org/photos/35091690/medium.jpg?1555569883,,"",Footprint in algae on bed rock stream bed. ,2,0,false,3,"The University of Texas at Austin, Austin, TX, US",30.2884634533,-97.7338033281,22,,open,false,,"",Common Raccoon,Procyon lotor,Common Raccoon,Mammalia,41663
22651173,Wed Apr 17 2019 14:14:34 GMT+1200 (GMT+12),2019-04-17,2019-04-17 02:14:34 UTC,Auckland,57870,nick_goldwater,2019-04-18 10:36:15 UTC,2020-09-21 21:44:35 UTC,research,CC-BY,https://www.inaturalist.org/observations/22651173,https://static.inaturalist.org/photos/35097865/medium.jpg?1555583779,,"",Footprints in mud near mangroves and saltmarsh vegetation.,1,0,false,3,"East Coast Road, Miranda, Waikato, NZ",-37.183525,175.3188166667,29,,open,false,,,Buff-banded Rail,Gallirallus philippensis,Buff-banded Rail,Aves,401
22766555,2015/05/23 6:18 PM -03,2015-05-23,,Buenos Aires,78105,gmalonso,2019-04-20 17:59:53 UTC,2019-06-21 04:09:51 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/22766555,https://static.inaturalist.org/photos/35278115/medium.jpg?1555781184,,"footprints, Huellas",,2,0,false,,"Ultracan, La Pampa, Argentina",-37.4177376468,-65.1112742199,244,,open,false,,,Vizcacha de las praderas,Lagostomus maximus,Plains Viscacha,Mammalia,43824
22767355,2014/10/11 12:34 PM UTC,2014-10-11,2014-10-11 12:34:00 UTC,UTC,1629669,galxe,2019-04-20 18:09:23 UTC,2019-10-15 23:47:24 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/22767355,https://static.inaturalist.org/photos/35281875/medium.jpeg?1555783255,,"","I know there are supposed to be no wolves in Colorado but there were no human footprints nearby suggesting it's not from a domestic dog. There was also lots of scat with fur in it in the area.

Edit: maybe not so crazy for a wolf to be in the area https://www.9news.com/mobile/article/life/animals/gray-wolf-spotted-in-jackson-county-heres-why-its-a-big-deal/73-a2e91804-4aa1-4fe9-a439-e85363642209",2,0,false,,"Larimer County, US-CO, US",40.4190654116,-105.9745408678,15,,obscured,true,,,Placental Mammals,Placentalia,Placental Mammals,Mammalia,848320
22767356,2014/10/11 12:51 PM UTC,2014-10-11,2014-10-11 12:51:00 UTC,UTC,1629669,galxe,2019-04-20 18:09:23 UTC,2019-10-15 23:46:49 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/22767356,https://static.inaturalist.org/photos/35281923/medium.jpeg?1555783282,,"","I know there are supposed to be no wolves in Colorado but there were no human footprints nearby suggesting it's not from a domestic dog. There was also lots of scat with fur in it in the area.
Edit: https://www.9news.com/mobile/article/life/animals/gray-wolf-spotted-in-jackson-county-heres-why-its-a-big-deal/73-a2e91804-4aa1-4fe9-a439-e85363642209",2,0,false,,"Larimer County, US-CO, US",40.5259425888,-105.9150747451,31,,obscured,true,,,Carnivorans,Carnivora,Carnivorans,Mammalia,41573
22845974,2019-04-21 10:56:59 AM EDT,2019-04-21,2019-04-21 14:56:59 UTC,Eastern Time (US & Canada),994991,lumenal,2019-04-21 22:21:50 UTC,2019-06-02 00:52:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22845974,https://static.inaturalist.org/photos/35410111/medium.jpeg?1555885314,,"",Footprints in mud. 5cm long by 3cm wide.,1,0,false,2,"48 Long Pond Rd, Rochester, NY 14612, USA",43.28845317,-77.67703215,5,,open,false,,,Common Raccoon,Procyon lotor,Common Raccoon,Mammalia,41663
22957805,Tue Apr 23 2019 08:30:39 GMT-0700 (PDT),2019-04-23,2019-04-23 15:30:39 UTC,Pacific Time (US & Canada),231709,thunefeld,2019-04-23 19:36:52 UTC,2019-06-27 21:35:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22957805,https://static.inaturalist.org/photos/35586739/medium.jpg?1556048843,,"","First & 2nd photo: left front, right hind....
Third photo: left hind, right front....
Fourth photo: left front, right hind....
5th photo left hind, right front....
6th.  Right hind. Front left obscured by footprint...
7th stride 14”....
8. RF....
9  LH. RF. ...
10. LF. RH. ...
11 LF. RH ....
12. RF. LH. ...
13. LF. RH ....
14. RF LH....
15. LF.....
Some of the front metapads present as an inverted V...




",2,0,false,3,"Borrego Springs Resort Golf Club & Spa, Borrego Springs, CA, US",33.2430715068,-116.3573200722,5,,open,false,,,Common Raccoon,Procyon lotor,Common Raccoon,Mammalia,41663
23009087,Wed Dec 12 2018 16:14:58 GMT-0800 (PST),2018-12-12,2018-12-12 16:14:58 UTC,UTC,1656044,kat763,2019-04-24 18:45:33 UTC,2019-06-17 01:58:35 UTC,casual,,https://www.inaturalist.org/observations/23009087,https://static.inaturalist.org/photos/35669802/medium.jpg?1556131540,,"",Strange footprint around the size of a bobcat. The other prints are from a rat for size comparison. ,4,1,true,3,"San Diego County, US-CA, US",32.9585703621,-116.8611210416,19,obscured,open,true,,,Domestic Dog,Canis familiaris,Domestic Dog,Mammalia,47144
23337254,2019/04/27 9:33 AM UTC,2019-04-27,,UTC,1101702,lindseywesmbt,2019-04-27 10:35:44 UTC,2019-05-13 13:12:02 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/23337254,https://static.inaturalist.org/photos/36155534/medium.jpeg?1556360962,,"",footprint on beach.  My finger shown is about 2.5cm,0,0,false,,"Kommetjie, Cape Town, South Africa",-34.1346868721,18.3341788448,8,,,false,,,,Mammalia,Mammals,Mammalia,40151
23372351,Sat Apr 27 2019 10:35:15 GMT-0400 (EDT),2019-04-27,2019-04-27 14:35:15 UTC,Eastern Time (US & Canada),1640209,earthtamerronin,2019-04-27 14:37:52 UTC,2020-01-28 23:04:20 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/23372351,https://static.inaturalist.org/photos/36203525/medium.jpg?1556375904,,"",Footprint of unknown origin.,1,0,false,3,"Rock Creek Stream Valley Park, Derwood, MD, US",39.1428359505,-77.1304521897,30,,,false,,,"Ungulates, Carnivorans, and Allies",Laurasiatheria,"Ungulates, Carnivorans, and Allies",Mammalia,848324
23380566,Sat Apr 27 2019 11:02:28 GMT-0400 (EDT),2019-04-27,2019-04-27 15:02:28 UTC,Eastern Time (US & Canada),1640209,earthtamerronin,2019-04-27 15:08:47 UTC,2020-01-28 23:03:27 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/23380566,https://static.inaturalist.org/photos/36333961/medium.jpg?1556397113,,"",Dog or coyote footprint?,1,0,false,3,"Rock Creek Stream Valley Park, Derwood, MD, US",39.1419258854,-77.1261549555,10,,,false,,,"Ungulates, Carnivorans, and Allies",Laurasiatheria,"Ungulates, Carnivorans, and Allies",Mammalia,848324
23463408,Sat Apr 27 2019 11:02:39 GMT-0400 (EDT),2019-04-27,2019-04-27 15:02:39 UTC,Eastern Time (US & Canada),1640209,earthtamerronin,2019-04-27 20:32:00 UTC,2020-03-29 22:25:58 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/23463408,https://static.inaturalist.org/photos/36334114/medium.jpg?1556397134,,"",Footprint of unknown origin.,1,0,false,3,"Rock Creek Stream Valley Park, Derwood, MD, US",39.1419161205,-77.1262448096,5,,open,false,,,White-tailed Deer,Odocoileus virginianus,White-tailed Deer,Mammalia,42223
23573772,2019-04-27 10:38:50 AM PDT,2019-04-27,2019-04-27 17:38:50 UTC,Pacific Time (US & Canada),617101,bryn_potter,2019-04-28 05:24:24 UTC,2020-01-22 05:27:59 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/23573772,https://static.inaturalist.org/photos/36502903/medium.jpeg?1556429070,,"",Lots of footprints ,1,0,false,2,"8390 Valley Cir Blvd, Los Angeles, CA 91304, USA",34.2200508118,-118.6477279663,,,,false,gps,gps,Canines,Canidae,Canines,Mammalia,42043
23663443,2019/03/15 7:44 PM CDT,2019-03-15,2019-03-16 00:44:00 UTC,Central Time (US & Canada),1691176,spinsp,2019-04-28 16:26:49 UTC,2019-04-28 16:26:49 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/23663443,https://static.inaturalist.org/photos/36625531/medium.jpg?1556468656,,"",footprints,0,0,false,,"Macalester - Groveland, St Paul, MN, USA",44.9321827274,-93.1548735942,15,,open,false,,,Red Fox,Vulpes vulpes,Red Fox,Mammalia,42069
23689480,2019-04-27 12:17:58 PM GMT-05:00,2019-04-27,2019-04-27 17:17:58 UTC,Lima,586271,diego_amazonia,2019-04-28 18:00:13 UTC,2019-04-28 18:03:20 UTC,casual,,https://www.inaturalist.org/observations/23689480,https://static.inaturalist.org/photos/36664604/medium.jpeg?1556474594,,"",Footprints,0,0,true,2,"Av. Prol. Defensores del Morro 1277, Distrito de Chorrillos 15057, Peru",-12.2089691162,-76.989982605,,,,false,gps,gps,Domestic Dog,Canis familiaris,Domestic Dog,Mammalia,47144
23728429,Sun Apr 28 2019 10:51:01 GMT-0400 (EDT),2019-04-28,2019-04-28 14:51:01 UTC,Eastern Time (US & Canada),1413800,massaudubon,2019-04-28 20:33:12 UTC,2020-10-10 19:17:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/23728429,https://static.inaturalist.org/photos/36719764/medium.jpg?1556483607,,"","I believe this isn’t a dog for a couple reasons. Very straight path, skinny footprint with large wide-set toes and smaller hind toes, and dogs aren’t allowed in the Assabet NWR",1,0,false,3,"Assabet River National Wildlife Refuge, Maynard, MA, US",42.41702,-71.47397,8,,open,false,,,Coyote,Canis latrans,Coyote,Mammalia,42051
23786284,2019-04-28 5:52:09 p.m. GMT-04:00,2019-04-28,2019-04-28 20:52:09 UTC,Atlantic Time (Canada),1245689,riley_tprs,2019-04-29 00:03:23 UTC,2019-04-29 01:56:05 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/23786284,https://static.inaturalist.org/photos/36806107/medium.jpeg?1556496227,,"","Dog footprint in place that would be very difficult for a dog to get to, last two photos are to show what kind of area it is",0,0,false,2,"Hamilton, CA-ON, CA",43.2036184,-79.79000938,12,,,false,,,"Wolves, Jackals, and Allies",Canis,"Wolves, Jackals, and Allies",Mammalia,42044
23804779,2019/04/28 11:39 AM CDT,2019-04-28,2019-04-28 16:39:00 UTC,Central Time (US & Canada),405159,rgraveolens,2019-04-29 01:19:01 UTC,2019-09-05 14:27:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/23804779,https://static.inaturalist.org/photos/36832206/medium.jpg?1556500432,,"",footprints,2,0,false,,"Forest Glen, Chicago, IL, USA",41.9826138889,-87.7564694444,10,,open,false,,,Common Raccoon,Procyon lotor,Common Raccoon,Mammalia,41663
24269622,2019/04/29 11:44 AM SAST,2019-04-29,2019-04-29 09:44:00 UTC,Africa/Johannesburg,1666356,juleswood,2019-05-01 11:28:25 UTC,2019-05-05 08:43:01 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/24269622,https://static.inaturalist.org/photos/37530821/medium.jpg?1556709675,,"",footprint,1,0,false,,"Atlantis, Cape Town, South Africa",-33.599421,18.447728,110,,,false,,,Birds,Aves,Birds,Aves,3
24320548,2019/04/27 9:58 AM NZST,2019-04-27,2019-04-26 21:58:00 UTC,Wellington,1115,jon_sullivan,2019-05-01 21:53:31 UTC,2019-09-13 22:13:39 UTC,research,CC-BY,https://www.inaturalist.org/observations/24320548,https://static.inaturalist.org/photos/37604263/medium.jpg?1556747100,,"Victoria Park Road, Mus musculus, Animal Sign and Song=Tracks, Mammal tracking method=tracking tunnel footprints",,1,0,false,,"Christchurch including Banks Peninsula, Canterbury, New Zealand",-43.5825714667,172.6368571333,,,open,false,,,House Mouse,Mus musculus,House Mouse,Mammalia,44705
24320573,2019/04/27 10:09 AM NZST,2019-04-27,2019-04-26 22:09:00 UTC,Wellington,1115,jon_sullivan,2019-05-01 21:53:41 UTC,2019-07-03 02:03:42 UTC,casual,CC-BY,https://www.inaturalist.org/observations/24320573,https://static.inaturalist.org/photos/37604698/medium.jpg?1556747312,,"Harry Ell Track, Mammalia, Animal Sign and Song=Tracks, Mammal tracking method=tracking tunnel footprints",,2,0,false,,"Christchurch including Banks Peninsula, Canterbury, New Zealand",-43.58468345,172.6380437667,,,open,false,,,Human,Homo sapiens,Human,Mammalia,43584
24327252,2019/04/27 11:24 AM NZST,2019-04-27,2019-04-26 23:24:00 UTC,Wellington,1115,jon_sullivan,2019-05-01 23:24:53 UTC,2019-09-13 22:13:26 UTC,research,CC-BY,https://www.inaturalist.org/observations/24327252,https://static.inaturalist.org/photos/37615689/medium.jpg?1556752738,,"Harry Ell Track, Trichosurus vulpecula, iNaturalist fieldTrap Bait Type=Peanut butter, Animal Sign and Song=Tracks, Mammal tracking method=tracking tunnel footprints","A completely cleaned out peanut butterf baited tracking tunnel card, after one night. I'm thinking this is most likely by a possum.",1,0,false,,"Christchurch including Banks Peninsula, Canterbury, New Zealand",-43.5968161,172.6407482667,,,open,false,,,Common Brushtail Possum,Trichosurus vulpecula,Common Brushtail Possum,Mammalia,42808
24341979,2019/04/27 12:26 PM NZST,2019-04-27,2019-04-27 00:26:00 UTC,Wellington,1115,jon_sullivan,2019-05-02 03:12:46 UTC,2019-09-13 22:13:13 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/24341979,https://static.inaturalist.org/photos/37638785/medium.jpg?1556766011,,"Sugarloaf, Rattus, iNaturalist fieldTrap Bait Type=Peanut butter, Animal Sign and Song=Tracks, Mammal tracking method=tracking tunnel footprints",,2,0,false,,"Christchurch including Banks Peninsula, Canterbury, New Zealand",-43.6050409167,172.6457831167,,,open,false,,,Murines,Murinae,Murines,Mammalia,735171
24375220,2019/04/28 6:32 PM CDT,2019-04-28,2019-04-28 23:32:00 UTC,Central Time (US & Canada),449425,rednat,2019-05-02 15:57:29 UTC,2019-05-02 23:58:52 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/24375220,https://static.inaturalist.org/photos/37690429/medium.jpg?1556812036,,"",Bolivar Flats Shorebird Sanctuary - shorebird and duck-like footprints in dried mud,2,0,false,,"Galveston, Texas, United States",29.3550323889,-94.7754691944,,,,false,,,Birds,Aves,Birds,Aves,3
24448276,2018/08/02 9:19 AM CDT,2018-08-02,2018-08-02 14:19:00 UTC,Central Time (US & Canada),211607,sternberg_science_camps,2019-05-03 16:26:27 UTC,2019-05-08 16:59:52 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/24448276,https://static.inaturalist.org/photos/37802633/medium.jpeg?1556900316,,"",Footprint,1,0,false,,"Provincia de Napo, Ecuador",-1.029779,-77.58091,200,,,false,,,Agoutis,Dasyprocta,Agoutis,Mammalia,43711
24448277,2018/08/02 9:11 AM CDT,2018-08-02,2018-08-02 14:11:00 UTC,Central Time (US & Canada),211607,sternberg_science_camps,2019-05-03 16:26:28 UTC,2019-05-08 16:57:48 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/24448277,https://static.inaturalist.org/photos/37802655/medium.jpeg?1556900329,,"",Footprint,1,0,false,,"Provincia de Napo, Ecuador",-1.029779,-77.58091,200,,,false,,,Felines,Felidae,Felids,Mammalia,41944
24460777,2018/08/06 10:53 AM CDT,2018-08-06,2018-08-06 15:53:00 UTC,Central Time (US & Canada),211607,sternberg_science_camps,2019-05-03 19:31:28 UTC,2019-05-08 16:56:27 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/24460777,https://static.inaturalist.org/photos/37821420/medium.jpg?1556911773,,"",Footprint,1,0,false,,"Metropolitan District of Quito, Ecuador",-0.016191,-78.681002,200,,,false,,,Carnivorans,Carnivora,Carnivorans,Mammalia,41573
24490614,2019/04/27 3:31 PM PDT,2019-04-27,2019-04-27 22:31:00 UTC,Pacific Time (US & Canada),34687,quantron,2019-05-04 04:01:19 UTC,2019-05-04 04:01:21 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/24490614,https://static.inaturalist.org/photos/37869689/medium.jpeg?1556942034,,"",footprints,0,0,false,,"South Los Angeles, Los Angeles, CA, USA",33.9262416667,-118.300805,,,,false,,,Birds,Aves,Birds,Aves,3
24526298,2019/02/13 3:54 PM GMT,2019-02-13,2019-02-13 15:54:00 UTC,Edinburgh,1531239,llourenco92,2019-05-04 18:14:09 UTC,2019-05-04 18:15:02 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/24526298,https://static.inaturalist.org/photos/37924020/medium.jpeg?1556993377,,"","Footprint and a used mud wallow, by at least one individual (hair impressions on the mud can be seen).",0,0,false,,"Palmela, Portugal",38.5346635074,-8.9511401774,5579,,open,false,,,Sus scrofa,Sus scrofa,Wild Boar,Mammalia,42134
24578181,2019/04/29 9:51 AM NZST,2019-04-29,2019-04-28 21:51:00 UTC,Wellington,1115,jon_sullivan,2019-05-05 10:22:22 UTC,2019-09-13 22:13:00 UTC,research,CC-BY,https://www.inaturalist.org/observations/24578181,https://static.inaturalist.org/photos/38005672/medium.jpg?1557048105,,"Animal Sign and Song=Tracks, Canterbury, Cashmere, Christchurch, Duration long (days)=3, Ecology field work, Hollis Avenue, Hollis Park, Mammal tracking method=tracking tunnel footprints, Miscellaneous Keywords, Mus musculus, NatureWatch NZ, New Zealand, Photo with associated data, Places, Research method, South Island, Species, footprint, house mouse  kiore-iti, iNaturalist field, iNaturalist fieldTrap Bait Type=Peanut butter, mammal tracking tunnel, observation added to NatureWatch NZ, taxonomy:binomial=Mus musculus, taxonomy:class=Mammalia, taxonomy:common=house mouse  kiore-iti, taxonomy:family=Muridae, taxonomy:genus=Mus, taxonomy:kingdom=Animalia, taxonomy:order=Rodentia, taxonomy:phylum=Chordata: Vertebrata",,2,0,false,,"Christchurch including Banks Peninsula, Canterbury, New Zealand",-43.5717388833,172.6389222167,,,open,false,,,House Mouse,Mus musculus,House Mouse,Mammalia,44705
24578182,2019/04/29 10:15 AM NZST,2019-04-29,2019-04-28 22:15:00 UTC,Wellington,1115,jon_sullivan,2019-05-05 10:22:22 UTC,2019-09-13 22:12:42 UTC,research,CC-BY,https://www.inaturalist.org/observations/24578182,https://static.inaturalist.org/photos/38005717/medium.jpg?1557048155,,"Cameron Reserve, Canterbury, Ecology field work, Mammal tracking method=tracking tunnel footprints, NatureWatch NZ, New Zealand, Photo with associated data, Places, Research method, South Island, Sydenham, iNaturalist field, iNaturalist fieldTrap Bait Type=Peanut butter, mammal tracking tunnel, observation added to NatureWatch NZ",,1,0,false,,"Christchurch including Banks Peninsula, Canterbury, New Zealand",-43.5507749833,172.6435527667,,,open,false,,,Common Hedgehog,Erinaceus europaeus,Common Hedgehog,Mammalia,43042
24578183,2019/04/29 10:29 AM NZST,2019-04-29,2019-04-28 22:29:00 UTC,Wellington,1115,jon_sullivan,2019-05-05 10:22:23 UTC,2019-09-13 22:12:29 UTC,research,CC-BY,https://www.inaturalist.org/observations/24578183,https://static.inaturalist.org/photos/38005780/medium.jpg?1557048216,,"Ara (Christchurch Polytech), Canterbury, Centre City, Christchurch, Duration long (days)=3, Ecology field work, Madras Street, Mammal tracking method=tracking tunnel footprints, NatureWatch NZ, New Zealand, Photo with associated data, Places, Research method, South Island, iNaturalist field, iNaturalist fieldTrap Bait Type=Peanut butter, mammal tracking tunnel, observation added to NatureWatch NZ",,1,0,false,,"Christchurch including Banks Peninsula, Canterbury, New Zealand",-43.5507749833,172.6435527667,,,open,false,,,Common Hedgehog,Erinaceus europaeus,Common Hedgehog,Mammalia,43042
24578184,2019/04/29 11:11 AM NZST,2019-04-29,2019-04-28 23:11:00 UTC,Wellington,1115,jon_sullivan,2019-05-05 10:22:27 UTC,2019-09-13 22:12:05 UTC,research,CC-BY,https://www.inaturalist.org/observations/24578184,https://static.inaturalist.org/photos/38005804/medium.jpg?1557048263,,"Canterbury, Christchurch, Colombo Street, Ecology field work, Mammal tracking method=tracking tunnel footprints, NatureWatch NZ, New Zealand, Photo with associated data, Places, Research method, South City Library, South Island, iNaturalist field, iNaturalist fieldTrap Bait Type=Peanut butter, mammal tracking tunnel, observation added to NatureWatch NZ",,2,0,false,,"Christchurch including Banks Peninsula, Canterbury, New Zealand",-43.56150555,172.63895555,,,open,false,,,House Mouse,Mus musculus,House Mouse,Mammalia,44705
24578185,2019/04/29 1:45 PM NZST,2019-04-29,2019-04-29 01:45:00 UTC,Wellington,1115,jon_sullivan,2019-05-05 10:22:28 UTC,2019-09-13 22:11:51 UTC,research,CC-BY,https://www.inaturalist.org/observations/24578185,https://static.inaturalist.org/photos/38005858/medium.jpg?1557048337,,"Canterbury, Christchurch, Ecology field work, Ernle Clarke Reserve, Mammal tracking method=tracking tunnel footprints, NatureWatch NZ, New Zealand, Photo with associated data, Places, Research method, Somerfield, South Island, iNaturalist field, iNaturalist fieldTrap Bait Type=Peanut butter, mammal tracking tunnel, observation added to NatureWatch NZ",,1,0,false,,"Christchurch including Banks Peninsula, Canterbury, New Zealand",-43.5637916667,172.6334111,,,open,false,,,Common Brushtail Possum,Trichosurus vulpecula,Common Brushtail Possum,Mammalia,42808
24578186,2019/04/29 1:56 PM NZST,2019-04-29,2019-04-29 01:56:00 UTC,Wellington,1115,jon_sullivan,2019-05-05 10:22:28 UTC,2019-09-13 22:11:36 UTC,research,CC-BY,https://www.inaturalist.org/observations/24578186,https://static.inaturalist.org/photos/38005876/medium.jpg?1557048363,,"Canterbury, Christchurch, Ecology field work, Ernle Clarke Reserve, Ernle Clarke Reserve-northeastern station, Mammal tracking method=tracking tunnel footprints, NatureWatch NZ, New Zealand, Photo with associated data, Places, Research method, Somerfield, South Island, iNaturalist field, iNaturalist fieldTrap Bait Type=Peanut butter, mammal tracking tunnel, observation added to NatureWatch NZ",Possum or dog? Tunnel was chewed but no peanut butter was removed.,1,0,false,,"Christchurch including Banks Peninsula, Canterbury, New Zealand",-43.5637916667,172.6334111,,,open,false,,,Common Brushtail Possum,Trichosurus vulpecula,Common Brushtail Possum,Mammalia,42808
24578187,2019/04/29 2:28 PM NZST,2019-04-29,2019-04-29 02:28:00 UTC,Wellington,1115,jon_sullivan,2019-05-05 10:22:30 UTC,2019-09-13 22:11:24 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/24578187,https://static.inaturalist.org/photos/38005922/medium.jpg?1557048424,,"Canterbury, Cashmere, Christchurch, Ecology field work, Heathcote River walkway between Ferniehurst and Barrington Streets, Mammal tracking method=tracking tunnel footprints, NatureWatch NZ, New Zealand, Photo with associated data, Places, Research method, South Island, by Heathcote River southwest of pedestrian bridge by Princess Margaret Hospital, iNaturalist field, iNaturalist fieldTrap Bait Type=Peanut butter, mammal tracking tunnel, observation added to NatureWatch NZ",This observation is for the rat footprints. There are also mouse footprints - in separate observation.,1,0,false,,"Christchurch including Banks Peninsula, Canterbury, New Zealand",-43.5674361,172.6271722167,,,,false,,,Old World Rats,Rattus,Old World Rats,Mammalia,44540
24578188,2019/04/29 3:19 PM NZST,2019-04-29,2019-04-29 03:19:00 UTC,Wellington,1115,jon_sullivan,2019-05-05 10:22:31 UTC,2019-09-13 22:11:11 UTC,research,CC-BY,https://www.inaturalist.org/observations/24578188,https://static.inaturalist.org/photos/38006004/medium.jpg?1557048536,,"Ecology field work, Mammal tracking method=tracking tunnel footprints, NatureWatch NZ, Photo with associated data, Research method, iNaturalist field, iNaturalist fieldTrap Bait Type=Peanut butter, mammal tracking tunnel, observation added to NatureWatch NZ",,2,0,false,,"Christchurch including Banks Peninsula, Canterbury, New Zealand",-43.5617333167,172.5934444333,,,open,false,,,House Mouse,Mus musculus,House Mouse,Mammalia,44705
24578189,2019/04/29 3:31 PM NZST,2019-04-29,2019-04-29 03:31:00 UTC,Wellington,1115,jon_sullivan,2019-05-05 10:22:32 UTC,2019-09-13 22:10:55 UTC,research,CC-BY,https://www.inaturalist.org/observations/24578189,https://static.inaturalist.org/photos/38006036/medium.jpg?1557048571,,"Ecology field work, Mammal tracking method=tracking tunnel footprints, NatureWatch NZ, Photo with associated data, Research method, iNaturalist field, iNaturalist fieldTrap Bait Type=Peanut butter, mammal tracking tunnel, observation added to NatureWatch NZ",,1,0,false,,"Christchurch including Banks Peninsula, Canterbury, New Zealand",-43.56221665,172.5800472167,,,open,false,,,Common Hedgehog,Erinaceus europaeus,Common Hedgehog,Mammalia,43042
24578191,2019/04/29 4:00 PM NZST,2019-04-29,2019-04-29 04:00:00 UTC,Wellington,1115,jon_sullivan,2019-05-05 10:22:35 UTC,2019-09-13 22:10:41 UTC,research,CC-BY,https://www.inaturalist.org/observations/24578191,https://static.inaturalist.org/photos/38006052/medium.jpg?1557048605,,"Ecology field work, Mammal tracking method=tracking tunnel footprints, NatureWatch NZ, Photo with associated data, Research method, iNaturalist field, iNaturalist fieldTrap Bait Type=Peanut butter, mammal tracking tunnel, observation added to NatureWatch NZ",,1,0,false,,"Christchurch including Banks Peninsula, Canterbury, New Zealand",-43.5527194333,172.5899194333,,,open,false,,,Common Hedgehog,Erinaceus europaeus,Common Hedgehog,Mammalia,43042
24578192,2019/04/29 4:20 PM NZST,2019-04-29,2019-04-29 04:20:00 UTC,Wellington,1115,jon_sullivan,2019-05-05 10:22:35 UTC,2019-09-13 22:10:27 UTC,research,CC-BY,https://www.inaturalist.org/observations/24578192,https://static.inaturalist.org/photos/38006090/medium.jpg?1557048671,,"Ecology field work, Mammal tracking method=tracking tunnel footprints, NatureWatch NZ, Photo with associated data, Research method, iNaturalist field, iNaturalist fieldTrap Bait Type=Peanut butter, mammal tracking tunnel, observation added to NatureWatch NZ",,1,0,false,,"Christchurch including Banks Peninsula, Canterbury, New Zealand",-43.5636833167,172.611725,,,open,false,,,Common Hedgehog,Erinaceus europaeus,Common Hedgehog,Mammalia,43042
24578193,2019/04/29 4:49 PM NZST,2019-04-29,2019-04-29 04:49:00 UTC,Wellington,1115,jon_sullivan,2019-05-05 10:22:35 UTC,2019-09-13 22:10:10 UTC,research,CC-BY,https://www.inaturalist.org/observations/24578193,https://static.inaturalist.org/photos/38006102/medium.jpg?1557048693,,"Ecology field work, Mammal tracking method=tracking tunnel footprints, NatureWatch NZ, Photo with associated data, Research method, iNaturalist field, iNaturalist fieldTrap Bait Type=Peanut butter, mammal tracking tunnel, observation added to NatureWatch NZ","",2,0,false,,"Christchurch including Banks Peninsula, Canterbury, New Zealand",-43.569898,172.631301,12,,open,false,,,House Mouse,Mus musculus,House Mouse,Mammalia,44705
24578197,2019/04/29 4:54 PM NZST,2019-04-29,2019-04-29 04:54:00 UTC,Wellington,1115,jon_sullivan,2019-05-05 10:22:38 UTC,2019-09-13 22:09:54 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/24578197,https://static.inaturalist.org/photos/38006128/medium.jpg?1557048726,,"Ecology field work, Mammal tracking method=tracking tunnel footprints, NatureWatch NZ, Photo with associated data, Research method, iNaturalist field, iNaturalist fieldTrap Bait Type=Peanut butter, mammal tracking tunnel, observation added to NatureWatch NZ",,1,0,false,,"Christchurch including Banks Peninsula, Canterbury, New Zealand",-43.5716222167,172.6301416667,,,,false,,,Old World Rats,Rattus,Old World Rats,Mammalia,44540
